t_ns,t_s,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1772565607420728362,5.381362176,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565607520760175,5.48139392,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565607620260742,5.58089472,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565607672148692,5.632782592,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565607721538818,5.682172672,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565607771999847,5.7326336,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565607871149493,5.831783424,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565607921226906,5.881860864,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565607972154531,5.93278848,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608023052091,5.983685888,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608073883059,6.034516992,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608123819853,6.084453632,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608223495478,6.18412928,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608324096741,6.284730624,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608375074400,6.33570816,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608475522196,6.43615616,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608525535738,6.4861696,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608578704336,6.53933824,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608675991903,6.636625664,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608774544398,6.73517824,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608825094941,6.785728768,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608924607866,6.8852416,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565608974774733,6.93540864,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609075824467,7.03645824,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609176007920,7.136641792,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609276348746,7.236982528,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609327972479,7.288606208,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609377454460,7.338088192,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609427290641,7.38792448,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609490411793,7.451045632,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609556444974,7.517078784,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609606989462,7.567623424,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609682309407,7.642943232,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609781686701,7.74232064,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609832139615,7.792773376,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609883240818,7.84387456,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565609933961048,7.894594816,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610033566295,7.994200064,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610085127752,8.045761536,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610136152562,8.096786432,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610235586647,8.196220416,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610285984995,8.24661888,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610336207302,8.296841216,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610386171766,8.346805504,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610436686797,8.397320704,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610486764105,8.447397888,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610538214465,8.498848256,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610570792545,8.531426304,0.20253528654575348,0.0,0.0,0.0,0.0,-0.0
1772565610579300353,8.539934208,0.2156100571155548,0.0,0.0,0.0,0.0,-0.0
1772565610586308438,8.546942208,0.22833144664764404,0.0,0.0,0.0,0.0,-0.0
1772565610594882634,8.555516416,0.23848287761211395,0.0,0.0,0.0,0.0,-0.0
1772565610602427190,8.563060992,0.24641768634319305,0.0,0.0,0.0,0.0,-0.0
1772565610611200290,8.571834112,0.2525535225868225,0.0,0.0,0.0,0.0,-0.0
1772565610618660131,8.579293952,0.2574686110019684,0.0,0.0,0.0,0.0,-0.0
1772565610626907775,8.587541504,0.26141995191574097,0.0,0.0,0.0,0.0,-0.0
1772565610634803787,8.595437568,0.2647287845611572,0.0,0.0,0.0,0.0,-0.0
1772565610642327811,8.602961664,0.2676200270652771,0.0,0.0,0.0,0.0,-0.0
1772565610650977149,8.61161088,0.26996511220932007,0.0,0.0,0.0,0.0,-0.0
1772565610666820270,8.627454208,0.26996511220932007,0.0,0.0,0.0,0.0,-0.0
1772565610667173639,8.627807488,0.2553483545780182,0.0,0.0,0.0,0.0,-0.0
1772565610674065488,8.634699264,0.2553483545780182,0.0,0.0,0.0,0.0,-0.0
1772565610674555289,8.635189248,0.22119976580142975,0.0,0.0,0.0,0.0,-0.0
1772565610682690364,8.64332416,0.22119976580142975,0.0,0.0,0.0,0.0,-0.0
1772565610683380679,8.644014592,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610739021263,8.699655168,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610811418923,8.772052736,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610867058762,8.827692544,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565610939087282,8.899721216,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565611018559370,8.979193344,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565611098884648,9.059518464,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565611149520768,9.110154752,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565611199874121,9.160507904,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565611252944388,9.21357824,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565611304415046,9.265048832,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565611354939316,9.315573248,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565611404955099,9.365588992,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565611458506049,9.41913984,-0.0,0.0,0.0,0.0,0.0,-0.0
1772565611482871804,9.443505664,0.0005027522565796971,0.0,0.0,0.0,0.0,-0.0
1772565611490514567,9.451148544,0.002494486514478922,0.0,0.0,0.0,0.0,-0.0
1772565611498988341,9.459622144,0.004935967270284891,0.0,0.0,0.0,0.0,-0.0
1772565611506493862,9.467127808,0.006670703645795584,0.0,0.0,0.0,0.0,-0.0
1772565611522638096,9.483271936,0.00898368563503027,0.0,0.0,0.0,0.0,-0.0
1772565611530371786,9.491005696,0.010043801739811897,0.0,0.0,0.0,0.0,-0.0
1772565611562889706,9.523523584,0.014316393062472343,0.0,0.0,0.0,0.0,-0.0
1772565611570203468,9.530837248,0.019552726298570633,0.0,0.0,0.0,0.0,-0.0
1772565611578715028,9.539348992,0.024146566167473793,0.0,0.0,0.0,0.0,-0.0
1772565611588038501,9.548672256,0.028451280668377876,0.0,0.0,0.0,0.0,-0.0
1772565611594641103,9.555275008,0.03150313347578049,0.0,0.0,0.0,0.0,-0.0
1772565611602175451,9.562809344,0.0337197408080101,0.0,0.0,0.0,0.0,-0.0
1772565611610674140,9.571308032,0.03526172786951065,0.0,0.0,0.0,0.0,-0.0
1772565611619044869,9.57967872,0.03776745870709419,0.0,0.0,0.0,0.0,-0.0
1772565611626718078,9.587351808,0.041269056499004364,0.0,0.0,0.0,0.0,-0.0
1772565611635048711,9.59568256,0.045766521245241165,0.0,0.0,0.0,0.0,-0.0
1772565611642475332,9.60310912,0.05296246334910393,0.0,0.0,0.0,0.0,-0.0
1772565611651117650,9.611751424,0.06044752895832062,0.0,0.0,0.0,0.0,-0.0
1772565611659998211,9.620632064,0.06741859763860703,0.0,0.0,0.0,0.0,-0.0
1772565611666274364,9.62690816,0.07448603957891464,0.0,0.0,0.0,0.0,-0.0
1772565611676748201,9.637382144,0.08222810924053192,0.0,0.0,0.0,0.0,-0.0
1772565611682983145,9.643617024,0.09131941199302673,0.0,0.0,0.0,0.0,-0.0
1772565611690441660,9.651075584,0.10131020843982697,0.0,0.0,0.0,0.0,-0.0
1772565611699087666,9.659721472,0.11097975820302963,0.0,0.0,0.0,0.0,-0.0
1772565611711074562,9.671708416,0.12077780067920685,0.0,0.0,0.0,0.0,-0.0
1772565611714321740,9.67495552,0.13256758451461792,0.0,0.0,0.0,0.0,-0.0
1772565611722803571,9.683437312,0.1467345952987671,0.0,0.0,0.0,0.0,-0.0
1772565611730749771,9.691383552,0.160323366522789,0.0,0.0,0.0,0.0,-0.0
1772565611739030991,9.699664896,0.17304477095603943,0.0,0.0,0.0,0.0,-0.0
1772565611746417471,9.707051264,0.18997450172901154,0.0,0.0,0.0,0.0,-0.0
1772565611755029103,9.715662848,0.20600475370883942,0.0,0.0,0.0,0.0,-0.0
1772565611762440121,9.723074048,0.22084638476371765,0.0,0.0,0.0,0.0,-0.0
1772565611771212366,9.731846144,0.23475639522075653,0.0,0.0,0.0,0.0,-0.0
1772565611778550846,9.73918464,0.24975866079330444,0.0,0.0,0.0,0.0,-0.0
1772565611786172520,9.746806272,0.2647930383682251,0.0,0.0,0.0,0.0,-0.0
1772565611795007026,9.755640832,0.28104814887046814,0.0,0.0,0.0,0.0,-0.0
1772565611802406048,9.76304,0.29566490650177,0.0,0.0,0.0,0.0,-0.0
1772565611810365230,9.77099904,0.30979982018470764,0.0,0.0,0.0,0.0,-0.0
1772565611818483005,9.7791168,0.3235170841217041,0.0,0.0,0.0,0.0,-0.0
1772565611827048350,9.787682304,0.33588510751724243,0.0,0.0,0.0,0.0,-0.0
1772565611834434921,9.795068672,0.34638988971710205,0.0,0.0,0.0,0.0,-0.0
1772565611843000854,9.803634688,0.35538482666015625,0.0,0.0,0.0,0.0,-0.0
1772565611851351422,9.811985152,0.36296626925468445,0.0,0.0,0.0,0.0,-0.0
1772565611858956551,9.8195904,0.36903783679008484,0.0,0.0,0.0,0.0,-0.0
1772565611866327726,9.826961664,0.3736959397792816,0.0,0.0,0.0,0.0,-0.0
1772565611874821453,9.835455232,0.37742239236831665,0.0,0.0,0.0,0.0,-0.0
1772565611882868822,9.843502592,0.38060274720191956,0.0,0.0,0.0,0.0,-0.0
1772565611892117980,9.852751872,0.38333335518836975,0.0,0.0,0.0,0.0,-0.0
1772565611898625154,9.859259136,0.38551783561706543,0.0,0.0,0.0,0.0,-0.0
1772565611906354415,9.866988288,0.38728469610214233,0.0,0.0,0.0,0.0,-0.0
1772565611922830332,9.883464192,0.389469176530838,0.0,0.0,0.0,0.0,-0.0
1772565611930436097,9.891069952,0.38995105028152466,0.0,0.0,0.0,0.0,-0.0
1772565611938846634,9.899480576,0.38995105028152466,0.0,0.0,0.0,0.0,-0.0
1772565611939377045,9.900011008,0.39020803570747375,0.0,0.0,0.0,0.0,-0.0
1772565611946300839,9.906934784,0.39020803570747375,0.0,0.0,0.0,0.0,-0.0
1772565611946752789,9.907386624,0.3902722895145416,0.0,0.0,0.0,0.0,-0.0
1772565611954814249,9.915448064,0.3902722895145416,0.0,0.0,0.0,0.0,-0.0
1772565611962349051,9.922982912,0.3928743898868561,0.0,0.0,0.0,0.0,-0.0
1772565611970787472,9.93142144,0.3928743898868561,0.0,0.0,0.0,0.0,-0.0
1772565611978752336,9.939386112,0.3928743898868561,0.0,0.0,0.0,0.0,-0.0
1772565611994525202,9.95515904,0.3928743898868561,0.0,0.0,0.0,0.0,-0.0
1772565611994908062,9.955542016,0.3932599127292633,0.0,0.0,0.0,0.0,-0.0
1772565612026629268,9.987263232,0.3932599127292633,0.0,0.0,0.0,0.0,-0.0
1772565612027247283,9.987881216,0.3933562636375427,0.0,0.0,0.0,0.0,-0.0
1772565612034131646,9.994765568,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612086311338,10.04694528,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612136811786,10.097445632,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612187286827,10.14792064,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612237534684,10.198168576,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612287663129,10.24829696,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612337617762,10.29825152,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612387981203,10.348615168,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612487949441,10.448583424,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612538082562,10.498716416,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612606011080,10.566644992,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612656217714,10.616851456,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612706982397,10.667616256,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612806962209,10.767596032,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612906905054,10.867538944,0.3934205174446106,0.0,0.0,0.0,0.0,-0.0
1772565612938817010,10.89945088,0.398560494184494,0.0,0.0,0.0,0.0,-0.0
1772565612946122024,10.90675584,0.40193358063697815,0.0,0.0,0.0,0.0,-0.0
1772565612954253787,10.91488768,0.4068165421485901,0.0,0.0,0.0,0.0,-0.0
1772565612962789381,10.923423232,0.4068165421485901,0.0,0.0,0.0,0.0,-0.0
1772565612963227674,10.923861504,0.4159078598022461,0.0,0.0,0.0,0.0,-0.0
1772565612970138742,10.93077248,0.4251597821712494,0.0,0.0,0.0,0.0,-0.0
1772565612978708766,10.939342592,0.43357646465301514,0.0,0.0,0.0,0.0,-0.0
1772565612986412100,10.947045888,0.4406760334968567,0.0,0.0,0.0,0.0,-0.0
1772565612995107106,10.955740928,0.44716522097587585,0.0,0.0,0.0,0.0,-0.0
1772565613002828508,10.9634624,0.45352593064308167,0.0,0.0,0.0,0.0,-0.0
1772565613011048639,10.97168256,0.45352593064308167,0.0,0.0,0.0,0.0,-0.0
1772565613011437294,10.972071168,0.46040061116218567,0.0,0.0,0.0,0.0,-0.0
1772565613018468268,10.979102208,0.467307448387146,0.0,0.0,0.0,0.0,-0.0
1772565613027088306,10.98772224,0.4745997488498688,0.0,0.0,0.0,0.0,-0.0
1772565613034622114,10.995256064,0.4824060797691345,0.0,0.0,0.0,0.0,-0.0
1772565613042116250,11.002750208,0.4894413948059082,0.0,0.0,0.0,0.0,-0.0
1772565613050704172,11.011337984,0.4954487085342407,0.0,0.0,0.0,0.0,-0.0
1772565613058097636,11.01873152,0.500460147857666,0.0,0.0,0.0,0.0,-0.0
1772565613066962374,11.027596288,0.5046685338020325,0.0,0.0,0.0,0.0,-0.0
1772565613074334515,11.03496832,0.5080416202545166,0.0,0.0,0.0,0.0,-0.0
1772565613082963589,11.043597568,0.5107401013374329,0.0,0.0,0.0,0.0,-0.0
1772565613090178798,11.050812672,0.5128924250602722,0.0,0.0,0.0,0.0,-0.0
1772565613098764889,11.059398656,0.5144023299217224,0.0,0.0,0.0,0.0,-0.0
1772565613114590672,11.075224576,0.5168437957763672,0.0,0.0,0.0,0.0,-0.0
1772565613122861165,11.083494912,0.5172935724258423,0.0,0.0,0.0,0.0,-0.0
1772565613186443359,11.14707712,0.5199919939041138,0.0,0.0,0.0,0.0,-0.0
1772565613235463249,11.196097024,0.5204417705535889,0.0,0.0,0.0,0.0,-0.0
1772565613258199385,11.218833152,0.5205381512641907,0.0,0.0,0.0,0.0,-0.0
1772565613308872387,11.269506304,0.5205381512641907,0.0,0.0,0.0,0.0,-0.0
1772565613408357713,11.368991488,0.5205381512641907,0.0,0.0,0.0,0.0,-0.0
1772565613459166248,11.419800064,0.5205381512641907,0.0,0.0,0.0,0.0,-0.0
1772565613510341705,11.470975488,0.5205381512641907,0.0,0.0,0.0,0.0,-0.0
1772565613560577527,11.521211392,0.5205381512641907,0.0,0.0,0.0,0.0,-0.0
1772565613595084629,11.5557184,0.5168759226799011,0.0,0.0,0.0,0.0,-0.0
1772565613601941928,11.562575872,0.5168116688728333,0.0,0.0,0.0,0.0,-0.0
1772565613652754468,11.613388288,0.5168116688728333,0.0,0.0,0.0,0.0,-0.0
1772565613718280160,11.678914048,0.5168116688728333,0.0,0.0,0.0,0.0,-0.0
1772565613768903454,11.72953728,0.5168116688728333,0.0,0.0,0.0,0.0,-0.0
1772565613852185553,11.812819456,0.5168116688728333,0.0,0.0,0.0,0.0,-0.0
1772565613883090675,11.843724544,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565613933304651,11.893938432,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565613983716117,11.944349952,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614084423036,12.045056768,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614184208712,12.144842496,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614234823400,12.19545728,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614284875928,12.245509888,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614384953646,12.345587456,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614484962980,12.445596928,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614584293353,12.544927232,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614635216908,12.595850752,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614685796065,12.646429952,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614735949305,12.696583168,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614826382945,12.787016704,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614876697994,12.837331968,0.5137919187545776,0.0,0.0,0.0,0.0,-0.0
1772565614907186521,12.867820288,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615004269143,12.964902912,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615055482091,13.016115968,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615155193539,13.115827456,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615234676781,13.195310592,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615285422065,13.246055936,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615385271975,13.34590592,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615436040804,13.39667456,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615486213774,13.446847744,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615536567911,13.497201664,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615636681997,13.59731584,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615687869549,13.648503296,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615786732006,13.747365888,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615794154862,13.754788608,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615802601208,13.763235072,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615818727992,13.779361792,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615868880147,13.829513984,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565615965360851,13.925994752,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565616027166749,13.987800576,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565616082205489,14.042839296,0.5136955976486206,0.0,0.0,0.0,0.0,-0.0
1772565616098241714,14.058875648,0.5136955976486206,0.0,0.0,0.0,0.0,0.009851053357124329
1772565616106695957,14.067329792,0.5136955976486206,0.0,0.0,0.0,0.0,0.028001535683870316
1772565616114087925,14.074721792,0.5136955976486206,0.0,0.0,0.0,0.0,0.048657745122909546
1772565616122043883,14.08267776,0.5136955976486206,0.0,0.0,0.0,0.0,0.07172331213951111
1772565616130786369,14.09142016,0.5136955976486206,0.0,0.0,0.0,0.0,0.09597750008106232
1772565616138349042,14.098982912,0.5136955976486206,0.0,0.0,0.0,0.0,0.12007106095552444
1772565616146905025,14.107538944,0.5136955976486206,0.0,0.0,0.0,0.0,0.14422886073589325
1772565616154482656,14.115116544,0.5136955976486206,0.0,0.0,0.0,0.0,0.16787268221378326
1772565616162925070,14.123558912,0.5136955976486206,0.0,0.0,0.0,0.0,0.1905527561903
1772565616170395480,14.131029248,0.5136955976486206,0.0,0.0,0.0,0.0,0.21098409593105316
1772565616178290233,14.138924032,0.5136955976486206,0.0,0.0,0.0,0.0,0.2299698144197464
1772565616186691043,14.147324928,0.5136955976486206,0.0,0.0,0.0,0.0,0.2474135458469391
1772565616187028003,14.147661824,0.5136955976486206,0.0,0.0,0.0,0.0,0.2474135458469391
1772565616194475016,14.155108864,0.5136955976486206,0.0,0.0,0.0,0.0,0.26344379782676697
1772565616202218403,14.162852352,0.5136955976486206,0.0,0.0,0.0,0.0,0.2783496677875519
1772565616202604855,14.163238656,0.5136955976486206,0.0,0.0,0.0,0.0,0.2783496677875519
1772565616210395961,14.17102976,0.5136955976486206,0.0,0.0,0.0,0.0,0.2930949330329895
1772565616210828304,14.171462144,0.5136955976486206,0.0,0.0,0.0,0.0,0.2930949330329895
