t_ns,t_s,goal_x,goal_y,goal_z
1772565620704980050,18.50002816,8.248567581176758,6.345767498016357,0.0
1772565621204858920,18.999907072,8.248567581176758,6.345767498016357,0.0
1772565621704810771,19.499858944,8.248567581176758,6.345767498016357,0.0
1772565622204698607,19.999746816,8.248567581176758,6.345767498016357,0.0
1772565622704779020,20.4998272,8.248567581176758,6.345767498016357,0.0
1772565623204781802,20.999830016,8.248567581176758,6.345767498016357,0.0
1772565623624766041,21.419814144,-4.710466384887695,-2.3935983180999756,0.0
1772565623704802495,21.499850752,-4.710466384887695,-2.3935983180999756,0.0
1772565624204813121,21.999861248,-4.710466384887695,-2.3935983180999756,0.0
1772565624704762802,22.499811072,-4.710466384887695,-2.3935983180999756,0.0
1772565625204717526,22.99976576,-4.710466384887695,-2.3935983180999756,0.0
1772565625704797355,23.499845632,-4.710466384887695,-2.3935983180999756,0.0
1772565626204796127,23.999844352,-4.710466384887695,-2.3935983180999756,0.0
1772565626704774239,24.499822336,-4.710466384887695,-2.3935983180999756,0.0
1772565627204831277,24.999879424,-4.710466384887695,-2.3935983180999756,0.0
1772565627705002848,25.500050944,-4.710466384887695,-2.3935983180999756,0.0
1772565628204863241,25.999911424,-4.710466384887695,-2.3935983180999756,0.0
1772565628704826875,26.499875072,-4.710466384887695,-2.3935983180999756,0.0
1772565629204836494,26.9998848,-4.710466384887695,-2.3935983180999756,0.0
1772565629704787911,27.49983616,-4.710466384887695,-2.3935983180999756,0.0
1772565630204806738,27.999854848,-4.710466384887695,-2.3935983180999756,0.0
1772565630704837688,28.499885824,-4.710466384887695,-2.3935983180999756,0.0
1772565631204873335,28.999921408,-4.710466384887695,-2.3935983180999756,0.0
1772565631704740879,29.499789056,-4.710466384887695,-2.3935983180999756,0.0
1772565632204822272,29.999870464,-4.710466384887695,-2.3935983180999756,0.0
1772565632705266251,30.500314368,-4.710466384887695,-2.3935983180999756,0.0
1772565633206798478,31.001846784,-4.710466384887695,-2.3935983180999756,0.0
1772565633704838182,31.499886336,-4.710466384887695,-2.3935983180999756,0.0
1772565634204800946,31.999849216,-4.710466384887695,-2.3935983180999756,0.0
1772565634704778706,32.499826944,-4.710466384887695,-2.3935983180999756,0.0
1772565635204860872,32.99990912,-4.710466384887695,-2.3935983180999756,0.0
1772565635704869845,33.49991808,-4.710466384887695,-2.3935983180999756,0.0
1772565636204847015,33.999895296,-4.710466384887695,-2.3935983180999756,0.0
1772565636704820868,34.499869184,-4.710466384887695,-2.3935983180999756,0.0
1772565637204774105,34.999822336,-4.710466384887695,-2.3935983180999756,0.0
1772565637704727039,35.499775232,-4.710466384887695,-2.3935983180999756,0.0
1772565638204837054,35.999885312,-4.710466384887695,-2.3935983180999756,0.0
1772565638704835791,36.499884032,-4.710466384887695,-2.3935983180999756,0.0
1772565639207483405,37.002531584,-4.710466384887695,-2.3935983180999756,0.0
1772565639704769170,37.499817472,-4.710466384887695,-2.3935983180999756,0.0
1772565640204869271,37.999917568,-4.710466384887695,-2.3935983180999756,0.0
1772565640704820307,38.499868416,-4.710466384887695,-2.3935983180999756,0.0
1772565641204788210,38.999836416,-4.710466384887695,-2.3935983180999756,0.0
1772565641706647256,39.501695488,-4.710466384887695,-2.3935983180999756,0.0
1772565642204763422,39.999811584,-4.710466384887695,-2.3935983180999756,0.0
1772565642704784578,40.499832832,-4.710466384887695,-2.3935983180999756,0.0
1772565643205195823,41.000243968,-4.710466384887695,-2.3935983180999756,0.0
1772565643704850244,41.499898368,-4.710466384887695,-2.3935983180999756,0.0
1772565644204776677,41.999824896,-4.710466384887695,-2.3935983180999756,0.0
1772565644704883180,42.499931392,-4.710466384887695,-2.3935983180999756,0.0
1772565645204795290,42.999843584,-4.710466384887695,-2.3935983180999756,0.0
1772565645704782806,43.49983104,-4.710466384887695,-2.3935983180999756,0.0
1772565646205173562,44.000221696,-4.710466384887695,-2.3935983180999756,0.0
1772565646704780468,44.499828736,-4.710466384887695,-2.3935983180999756,0.0
1772565647204947452,44.999995648,-4.710466384887695,-2.3935983180999756,0.0
1772565647705916536,45.500964608,-4.710466384887695,-2.3935983180999756,0.0
1772565648204879349,45.999927552,-4.710466384887695,-2.3935983180999756,0.0
1772565648704769994,46.49981824,-4.710466384887695,-2.3935983180999756,0.0
1772565649204842309,46.999890432,-4.710466384887695,-2.3935983180999756,0.0
1772565649625914664,47.420962816,3.72902774810791,-12.193548202514648,0.0
1772565649704841497,47.499889664,3.72902774810791,-12.193548202514648,0.0
1772565650204738005,47.99978624,3.72902774810791,-12.193548202514648,0.0
1772565650704790776,48.499838976,3.72902774810791,-12.193548202514648,0.0
1772565651204778285,48.999826432,3.72902774810791,-12.193548202514648,0.0
1772565651704906285,49.499954432,3.72902774810791,-12.193548202514648,0.0
1772565652204805406,49.999853568,3.72902774810791,-12.193548202514648,0.0
1772565652704868653,50.4999168,3.72902774810791,-12.193548202514648,0.0
1772565653204765318,50.999813632,3.72902774810791,-12.193548202514648,0.0
1772565653704940056,51.499988224,3.72902774810791,-12.193548202514648,0.0
1772565654204804217,51.999852288,3.72902774810791,-12.193548202514648,0.0
1772565654704897403,52.499945472,3.72902774810791,-12.193548202514648,0.0
1772565655204793036,52.99984128,3.72902774810791,-12.193548202514648,0.0
1772565655706427627,53.50147584,3.72902774810791,-12.193548202514648,0.0
1772565656204852214,53.999900416,3.72902774810791,-12.193548202514648,0.0
1772565656704860234,54.499908352,3.72902774810791,-12.193548202514648,0.0
1772565657204836487,54.9998848,3.72902774810791,-12.193548202514648,0.0
1772565657704867721,55.499916032,3.72902774810791,-12.193548202514648,0.0
1772565658204924033,55.999972352,3.72902774810791,-12.193548202514648,0.0
1772565658704864774,56.49991296,3.72902774810791,-12.193548202514648,0.0
1772565659206317196,57.001365504,3.72902774810791,-12.193548202514648,0.0
1772565659704850290,57.499898368,3.72902774810791,-12.193548202514648,0.0
1772565660204781520,57.99982976,3.72902774810791,-12.193548202514648,0.0
1772565660704815811,58.499864064,3.72902774810791,-12.193548202514648,0.0
1772565661205015913,59.000064,3.72902774810791,-12.193548202514648,0.0
1772565661704809206,59.499857408,3.72902774810791,-12.193548202514648,0.0
1772565662204786764,59.99983488,3.72902774810791,-12.193548202514648,0.0
1772565662704698579,60.499746816,3.72902774810791,-12.193548202514648,0.0
1772565663206451233,61.001499392,3.72902774810791,-12.193548202514648,0.0
1772565663704789063,61.499837184,3.72902774810791,-12.193548202514648,0.0
1772565664204728220,61.999776512,3.72902774810791,-12.193548202514648,0.0
1772565664704882253,62.499930368,3.72902774810791,-12.193548202514648,0.0
1772565665204898668,62.999946752,3.72902774810791,-12.193548202514648,0.0
1772565665706056916,63.501105152,3.72902774810791,-12.193548202514648,0.0
1772565666204806349,63.999854592,3.72902774810791,-12.193548202514648,0.0
1772565666704781645,64.49982976,3.72902774810791,-12.193548202514648,0.0
1772565667205232783,65.000281088,3.72902774810791,-12.193548202514648,0.0
1772565667704807089,65.49985536,3.72902774810791,-12.193548202514648,0.0
1772565668204771745,65.999820032,3.72902774810791,-12.193548202514648,0.0
1772565668704792486,66.499840768,3.72902774810791,-12.193548202514648,0.0
1772565669024449925,66.81949824,3.7300100326538086,-28.46210479736328,0.0
1772565669204727712,66.999776,3.7300100326538086,-28.46210479736328,0.0
1772565669704816472,67.499864576,3.7300100326538086,-28.46210479736328,0.0
1772565670205325559,68.00037376,3.7300100326538086,-28.46210479736328,0.0
1772565670706018502,68.501066752,3.7300100326538086,-28.46210479736328,0.0
1772565671205928413,69.00097664,3.7300100326538086,-28.46210479736328,0.0
1772565671704855583,69.499903744,3.7300100326538086,-28.46210479736328,0.0
1772565672204988489,70.000036608,3.7300100326538086,-28.46210479736328,0.0
1772565672704918994,70.499967232,3.7300100326538086,-28.46210479736328,0.0
1772565673205419728,71.000467968,3.7300100326538086,-28.46210479736328,0.0
1772565673704846809,71.49989504,3.7300100326538086,-28.46210479736328,0.0
1772565674204900462,71.999948544,3.7300100326538086,-28.46210479736328,0.0
1772565674704876880,72.499924992,3.7300100326538086,-28.46210479736328,0.0
1772565675204886953,72.999935232,3.7300100326538086,-28.46210479736328,0.0
1772565675704860203,73.499908352,3.7300100326538086,-28.46210479736328,0.0
1772565676204822581,73.99987072,3.7300100326538086,-28.46210479736328,0.0
1772565676704812891,74.499860992,3.7300100326538086,-28.46210479736328,0.0
1772565677204739601,74.999787776,3.7300100326538086,-28.46210479736328,0.0
1772565677705832995,75.500881152,3.7300100326538086,-28.46210479736328,0.0
1772565678204776656,75.999824896,3.7300100326538086,-28.46210479736328,0.0
1772565678704868280,76.499916544,3.7300100326538086,-28.46210479736328,0.0
1772565679204746163,76.999794432,3.7300100326538086,-28.46210479736328,0.0
1772565679704792330,77.499840512,3.7300100326538086,-28.46210479736328,0.0
1772565680204829618,77.999877888,3.7300100326538086,-28.46210479736328,0.0
1772565680704781445,78.49982976,3.7300100326538086,-28.46210479736328,0.0
1772565681204845909,78.999894016,3.7300100326538086,-28.46210479736328,0.0
1772565681704840691,79.499888896,3.7300100326538086,-28.46210479736328,0.0
1772565682204798144,79.9998464,3.7300100326538086,-28.46210479736328,0.0
1772565682704833877,80.499881984,3.7300100326538086,-28.46210479736328,0.0
1772565683204871580,80.999919872,3.7300100326538086,-28.46210479736328,0.0
1772565683704924759,81.499972864,3.7300100326538086,-28.46210479736328,0.0
1772565684204786602,81.99983488,3.7300100326538086,-28.46210479736328,0.0
1772565684704867066,82.499915264,3.7300100326538086,-28.46210479736328,0.0
1772565685204777622,82.99982592,3.7300100326538086,-28.46210479736328,0.0
1772565685704891910,83.499940096,3.7300100326538086,-28.46210479736328,0.0
1772565686204834049,83.99988224,3.7300100326538086,-28.46210479736328,0.0
1772565686704882571,84.49993088,3.7300100326538086,-28.46210479736328,0.0
1772565687204818963,84.999867136,3.7300100326538086,-28.46210479736328,0.0
1772565687704839907,85.499888128,3.7300100326538086,-28.46210479736328,0.0
1772565688204811293,85.999859456,3.7300100326538086,-28.46210479736328,0.0
1772565688704801098,86.499849216,3.7300100326538086,-28.46210479736328,0.0
1772565689204812203,86.99986048,3.7300100326538086,-28.46210479736328,0.0
1772565689704812592,87.499860736,3.7300100326538086,-28.46210479736328,0.0
1772565690204799070,87.999847168,3.7300100326538086,-28.46210479736328,0.0
1772565690704768062,88.499816192,3.7300100326538086,-28.46210479736328,0.0
1772565691204820250,88.999868416,3.7300100326538086,-28.46210479736328,0.0
1772565691704836534,89.4998848,3.7300100326538086,-28.46210479736328,0.0
1772565692204844089,89.999892224,3.7300100326538086,-28.46210479736328,0.0
1772565692704841877,90.499890176,3.7300100326538086,-28.46210479736328,0.0
1772565693204835782,90.999884032,3.7300100326538086,-28.46210479736328,0.0
1772565693704822715,91.499870976,3.7300100326538086,-28.46210479736328,0.0
1772565694204726495,91.99977472,3.7300100326538086,-28.46210479736328,0.0
1772565694704804287,92.499852544,3.7300100326538086,-28.46210479736328,0.0
1772565695204883301,92.999931392,3.7300100326538086,-28.46210479736328,0.0
1772565695704809315,93.499857408,3.7300100326538086,-28.46210479736328,0.0
1772565696204791321,93.999839488,3.7300100326538086,-28.46210479736328,0.0
1772565696704808943,94.499857152,3.7300100326538086,-28.46210479736328,0.0
1772565697204847286,94.999895552,3.7300100326538086,-28.46210479736328,0.0
1772565697704796495,95.499844608,3.7300100326538086,-28.46210479736328,0.0
1772565698024396297,95.81944448,-10.581206321716309,-8.337650299072266,0.0
1772565698204849534,95.9998976,-10.581206321716309,-8.337650299072266,0.0
1772565698704807606,96.499855872,-10.581206321716309,-8.337650299072266,0.0
1772565699204894207,96.9999424,-10.581206321716309,-8.337650299072266,0.0
1772565699704904164,97.499952384,-10.581206321716309,-8.337650299072266,0.0
1772565700204797166,97.999845376,-10.581206321716309,-8.337650299072266,0.0
1772565700705532837,98.50058112,-10.581206321716309,-8.337650299072266,0.0
1772565701204835678,98.999883776,-10.581206321716309,-8.337650299072266,0.0
1772565701704880927,99.499929088,-10.581206321716309,-8.337650299072266,0.0
1772565702204994894,100.000043008,-10.581206321716309,-8.337650299072266,0.0
1772565702704745280,100.499793408,-10.581206321716309,-8.337650299072266,0.0
1772565703204848173,100.99989632,-10.581206321716309,-8.337650299072266,0.0
1772565703705584871,101.500633088,-10.581206321716309,-8.337650299072266,0.0
1772565704204806220,101.999854336,-10.581206321716309,-8.337650299072266,0.0
1772565704704815330,102.499863552,-10.581206321716309,-8.337650299072266,0.0
1772565705204780006,102.999828224,-10.581206321716309,-8.337650299072266,0.0
1772565705706039534,103.501087744,-10.581206321716309,-8.337650299072266,0.0
1772565706204757666,103.999805952,-10.581206321716309,-8.337650299072266,0.0
1772565706704794804,104.499843072,-10.581206321716309,-8.337650299072266,0.0
1772565707204728729,104.999777024,-10.581206321716309,-8.337650299072266,0.0
1772565707704853278,105.49990144,-10.581206321716309,-8.337650299072266,0.0
1772565708204916470,105.999964672,-10.581206321716309,-8.337650299072266,0.0
1772565708704745798,106.49979392,-10.581206321716309,-8.337650299072266,0.0
1772565709204731414,106.999779584,-10.581206321716309,-8.337650299072266,0.0
1772565709704786548,107.499834624,-10.581206321716309,-8.337650299072266,0.0
1772565710204842211,107.999890432,-10.581206321716309,-8.337650299072266,0.0
1772565710704811592,108.499859712,-10.581206321716309,-8.337650299072266,0.0
1772565711204962933,109.000011008,-10.581206321716309,-8.337650299072266,0.0
1772565711704848573,109.499896832,-10.581206321716309,-8.337650299072266,0.0
1772565712204824889,109.999873024,-10.581206321716309,-8.337650299072266,0.0
1772565712705597708,110.500645888,-10.581206321716309,-8.337650299072266,0.0
1772565713204802019,110.99985024,-10.581206321716309,-8.337650299072266,0.0
1772565713704791029,111.499839232,-10.581206321716309,-8.337650299072266,0.0
1772565714204798844,111.999846912,-10.581206321716309,-8.337650299072266,0.0
1772565714704821703,112.499869952,-10.581206321716309,-8.337650299072266,0.0
1772565715204905892,112.999954176,-10.581206321716309,-8.337650299072266,0.0
1772565715704807300,113.499855616,-10.581206321716309,-8.337650299072266,0.0
1772565716204749290,113.999797504,-10.581206321716309,-8.337650299072266,0.0
1772565716704864373,114.499912448,-10.581206321716309,-8.337650299072266,0.0
1772565717204780817,114.999828992,-10.581206321716309,-8.337650299072266,0.0
1772565717704776096,115.499824384,-10.581206321716309,-8.337650299072266,0.0
1772565718204779622,115.999827712,-10.581206321716309,-8.337650299072266,0.0
1772565718704762955,116.499811072,-10.581206321716309,-8.337650299072266,0.0
1772565719204768513,116.999816704,-10.581206321716309,-8.337650299072266,0.0
1772565719704834428,117.499882496,-10.581206321716309,-8.337650299072266,0.0
1772565720204933684,117.999981824,-10.581206321716309,-8.337650299072266,0.0
1772565720704753722,118.499801856,-10.581206321716309,-8.337650299072266,0.0
1772565721204842978,118.9998912,-10.581206321716309,-8.337650299072266,0.0
1772565721704937167,119.499985408,-10.581206321716309,-8.337650299072266,0.0
1772565722204873726,119.99992192,-10.581206321716309,-8.337650299072266,0.0
1772565722705353586,120.500401664,-10.581206321716309,-8.337650299072266,0.0
1772565723204835372,120.99988352,-10.581206321716309,-8.337650299072266,0.0
1772565723704916899,121.499965184,-10.581206321716309,-8.337650299072266,0.0
1772565724204868985,121.999917056,-10.581206321716309,-8.337650299072266,0.0
1772565724704814805,122.49986304,-10.581206321716309,-8.337650299072266,0.0
1772565725204808421,122.99985664,-10.581206321716309,-8.337650299072266,0.0
1772565725704842962,123.4998912,-10.581206321716309,-8.337650299072266,0.0
1772565726204875348,123.999923456,-10.581206321716309,-8.337650299072266,0.0
1772565726704825721,124.499873792,-10.581206321716309,-8.337650299072266,0.0
1772565727204859261,124.999907328,-10.581206321716309,-8.337650299072266,0.0
1772565727704788318,125.499836416,-10.581206321716309,-8.337650299072266,0.0
1772565727924125288,125.719173376,-10.546756744384766,4.47826623916626,0.0
1772565728204784699,125.999832832,-10.546756744384766,4.47826623916626,0.0
1772565728706203881,126.501252096,-10.546756744384766,4.47826623916626,0.0
1772565729207071570,127.00211968,-10.546756744384766,4.47826623916626,0.0
1772565729704905085,127.499953152,-10.546756744384766,4.47826623916626,0.0
1772565730204881722,127.999929856,-10.546756744384766,4.47826623916626,0.0
1772565730704821255,128.49986944,-10.546756744384766,4.47826623916626,0.0
1772565731204860021,128.999908096,-10.546756744384766,4.47826623916626,0.0
1772565731704806816,129.499855104,-10.546756744384766,4.47826623916626,0.0
1772565732204841887,129.999890176,-10.546756744384766,4.47826623916626,0.0
1772565732704766648,130.499814912,-10.546756744384766,4.47826623916626,0.0
1772565733204800925,130.999849216,-10.546756744384766,4.47826623916626,0.0
1772565733704828412,131.499876608,-10.546756744384766,4.47826623916626,0.0
1772565734204729969,131.999778048,-10.546756744384766,4.47826623916626,0.0
1772565734704818269,132.499866368,-10.546756744384766,4.47826623916626,0.0
1772565735204872931,132.999921152,-10.546756744384766,4.47826623916626,0.0
1772565735706131373,133.501179648,-10.546756744384766,4.47826623916626,0.0
1772565736204910350,133.999958528,-10.546756744384766,4.47826623916626,0.0
1772565736704856284,134.499904512,-10.546756744384766,4.47826623916626,0.0
1772565737204793756,134.999842048,-10.546756744384766,4.47826623916626,0.0
1772565737704871256,135.49991936,-10.546756744384766,4.47826623916626,0.0
1772565738204809720,135.99985792,-10.546756744384766,4.47826623916626,0.0
1772565738704805729,136.499853824,-10.546756744384766,4.47826623916626,0.0
1772565739204790220,136.999838464,-10.546756744384766,4.47826623916626,0.0
1772565739704861056,137.499909376,-10.546756744384766,4.47826623916626,0.0
1772565740204810496,137.999858688,-10.546756744384766,4.47826623916626,0.0
1772565740704874546,138.499922688,-10.546756744384766,4.47826623916626,0.0
1772565741206691871,139.001740032,-10.546756744384766,4.47826623916626,0.0
1772565741704832531,139.499880704,-10.546756744384766,4.47826623916626,0.0
1772565742204845278,139.999893504,-10.546756744384766,4.47826623916626,0.0
1772565742704832463,140.499880704,-10.546756744384766,4.47826623916626,0.0
1772565743204852272,140.999900416,-10.546756744384766,4.47826623916626,0.0
1772565743704926417,141.499974656,-10.546756744384766,4.47826623916626,0.0
1772565744204829438,141.999877632,-10.546756744384766,4.47826623916626,0.0
1772565744704848903,142.499897088,-10.546756744384766,4.47826623916626,0.0
1772565745204805812,142.99985408,-10.546756744384766,4.47826623916626,0.0
1772565745704770592,143.499818752,-10.546756744384766,4.47826623916626,0.0
1772565746204868116,143.999916288,-10.546756744384766,4.47826623916626,0.0
1772565746224053542,144.019101696,-28.0,-16.0,0.0
1772565746704844501,144.499892736,-28.0,-16.0,0.0
1772565747205101205,145.000149504,-28.0,-16.0,0.0
1772565747705418565,145.500466688,-28.0,-16.0,0.0
1772565748204723573,145.999771648,-28.0,-16.0,0.0
1772565748707217082,146.502265344,-28.0,-16.0,0.0
1772565749204811420,146.999859712,-28.0,-16.0,0.0
1772565749704948501,147.499996672,-28.0,-16.0,0.0
1772565750204777891,147.999826176,-28.0,-16.0,0.0
1772565750704837332,148.499885568,-28.0,-16.0,0.0
1772565751204850671,148.99989888,-28.0,-16.0,0.0
1772565751707127339,149.502175488,-28.0,-16.0,0.0
1772565752204737696,149.999785984,-28.0,-16.0,0.0
1772565752705334064,150.500382208,-28.0,-16.0,0.0
1772565753205437918,151.000486144,-28.0,-16.0,0.0
1772565753704858605,151.499906816,-28.0,-16.0,0.0
1772565754204957524,152.000005632,-28.0,-16.0,0.0
1772565754706953991,152.502002176,-28.0,-16.0,0.0
1772565755205383862,153.000432128,-28.0,-16.0,0.0
1772565755707038484,153.502086656,-28.0,-16.0,0.0
1772565756204757327,153.99980544,-28.0,-16.0,0.0
1772565756704839927,154.499888128,-28.0,-16.0,0.0
1772565757204829436,154.999877632,-28.0,-16.0,0.0
1772565757704877196,155.499925504,-28.0,-16.0,0.0
1772565758204809903,155.999858176,-28.0,-16.0,0.0
1772565758704879812,156.499928064,-28.0,-16.0,0.0
1772565759205054870,157.000103168,-28.0,-16.0,0.0
1772565759704868131,157.499916288,-28.0,-16.0,0.0
1772565760204949171,157.99999744,-28.0,-16.0,0.0
1772565760705498118,158.500546304,-28.0,-16.0,0.0
1772565761205842604,159.00089088,-28.0,-16.0,0.0
1772565761704805395,159.499853568,-28.0,-16.0,0.0
1772565762204835058,159.999883264,-28.0,-16.0,0.0
1772565762704860046,160.499908352,-28.0,-16.0,0.0
1772565763204831719,160.999879936,-28.0,-16.0,0.0
1772565763704759100,161.499807232,-28.0,-16.0,0.0
1772565764204798612,161.999846912,-28.0,-16.0,0.0
1772565764705473394,162.500521472,-28.0,-16.0,0.0
1772565765204813269,162.999861504,-28.0,-16.0,0.0
1772565765704861926,163.499910144,-28.0,-16.0,0.0
1772565766204790497,163.99983872,-28.0,-16.0,0.0
1772565766704773884,164.49982208,-28.0,-16.0,0.0
1772565767204865164,164.999913472,-28.0,-16.0,0.0
1772565767704790396,165.499838464,-28.0,-16.0,0.0
1772565768206020005,166.001068288,-28.0,-16.0,0.0
1772565768704914211,166.499962368,-28.0,-16.0,0.0
1772565769204842118,166.999890432,-28.0,-16.0,0.0
1772565769704900431,167.499948544,-28.0,-16.0,0.0
1772565770204860612,167.999908864,-28.0,-16.0,0.0
1772565770705643446,168.500691712,-28.0,-16.0,0.0
1772565771204957398,169.000005632,-28.0,-16.0,0.0
1772565771704923550,169.49997184,-28.0,-16.0,0.0
1772565772204826183,169.999874304,-28.0,-16.0,0.0
1772565772704844987,170.499893248,-28.0,-16.0,0.0
1772565773205384262,171.000432384,-28.0,-16.0,0.0
1772565773704767304,171.499815424,-28.0,-16.0,0.0
1772565774204921010,171.99996928,-28.0,-16.0,0.0
1772565774704920679,172.499968768,-28.0,-16.0,0.0
1772565775204919872,172.999968,-28.0,-16.0,0.0
1772565775704906469,173.499954688,-28.0,-16.0,0.0
1772565776204886204,173.999934464,-28.0,-16.0,0.0
1772565776704947149,174.499995392,-28.0,-16.0,0.0
1772565777204790852,174.999838976,-28.0,-16.0,0.0
1772565777704957215,175.500005376,-28.0,-16.0,0.0
1772565778204869992,175.99991808,-28.0,-16.0,0.0
1772565778705572893,176.500621056,-28.0,-16.0,0.0
1772565779205321301,177.000369408,-28.0,-16.0,0.0
1772565779704754134,177.499802368,-28.0,-16.0,0.0
1772565780205615177,178.000663296,-28.0,-16.0,0.0
1772565780423752123,178.218800384,-35.0,-1.7,0.0
1772565780704831062,178.499879168,-35.0,-1.7,0.0
1772565781207165935,179.002214144,-35.0,-1.7,0.0
1772565781705576449,179.50062464,-35.0,-1.7,0.0
1772565782204850378,179.999898624,-35.0,-1.7,0.0
1772565782704745450,180.499793664,-35.0,-1.7,0.0
1772565783204936985,180.999985152,-35.0,-1.7,0.0
1772565783704801905,181.499849984,-35.0,-1.7,0.0
1772565784204750580,181.999798784,-35.0,-1.7,0.0
1772565784704830464,182.499878656,-35.0,-1.7,0.0
1772565785204770475,182.999818752,-35.0,-1.7,0.0
1772565785705074648,183.50012288,-35.0,-1.7,0.0
1772565786204749062,183.999797248,-35.0,-1.7,0.0
1772565786706240687,184.50128896,-35.0,-1.7,0.0
1772565787204796053,184.999844352,-35.0,-1.7,0.0
1772565787704890703,185.499938816,-35.0,-1.7,0.0
1772565788204779836,185.999827968,-35.0,-1.7,0.0
1772565788704820623,186.499868928,-35.0,-1.7,0.0
1772565789204887282,186.999935488,-35.0,-1.7,0.0
1772565789704815491,187.499863808,-35.0,-1.7,0.0
1772565790204831621,187.999879936,-35.0,-1.7,0.0
1772565790704813058,188.499861248,-35.0,-1.7,0.0
1772565791204792548,188.999840768,-35.0,-1.7,0.0
1772565791704812797,189.499860992,-35.0,-1.7,0.0
1772565792206603865,190.001651968,-35.0,-1.7,0.0
1772565792704813058,190.499861248,-35.0,-1.7,0.0
1772565793205612135,191.000660224,-35.0,-1.7,0.0
1772565793704979745,191.500027904,-35.0,-1.7,0.0
1772565794204850023,191.999898112,-35.0,-1.7,0.0
1772565794704864037,192.499912192,-35.0,-1.7,0.0
1772565795204748223,192.99979648,-35.0,-1.7,0.0
1772565795704894385,193.499942656,-35.0,-1.7,0.0
1772565796205362693,194.00041088,-35.0,-1.7,0.0
1772565796705957333,194.501005568,-35.0,-1.7,0.0
1772565797204801310,194.999849472,-35.0,-1.7,0.0
1772565797705006888,195.50005504,-35.0,-1.7,0.0
1772565798204740735,195.9997888,-35.0,-1.7,0.0
1772565798704776807,196.499824896,-35.0,-1.7,0.0
1772565799204812753,196.999860992,-35.0,-1.7,0.0
1772565799704771213,197.49981952,-35.0,-1.7,0.0
1772565800204728084,197.999776256,-35.0,-1.7,0.0
1772565800704765054,198.49981312,-35.0,-1.7,0.0
1772565801204753445,198.9998016,-35.0,-1.7,0.0
1772565801704906549,199.499954688,-35.0,-1.7,0.0
1772565802204776854,199.999825152,-35.0,-1.7,0.0
1772565802704874058,200.499922176,-35.0,-1.7,0.0
1772565803204766003,200.999814144,-35.0,-1.7,0.0
1772565803704888835,201.499937024,-35.0,-1.7,0.0
1772565804204790542,201.99983872,-35.0,-1.7,0.0
1772565804705995752,202.501043968,-35.0,-1.7,0.0
1772565805206200554,203.001248768,-35.0,-1.7,0.0
1772565805705661280,203.500709376,-35.0,-1.7,0.0
1772565806204789787,203.999837952,-35.0,-1.7,0.0
1772565806705843908,204.50089216,-35.0,-1.7,0.0
1772565807204984280,205.000032512,-35.0,-1.7,0.0
